AREA,TAVE,TMAX,TMIN,RF,MWUTM,IW,CHA,CHM,PS,RD,SS
阿里山,5.5,12.2/14,-0.1,133.8,4.0/150.0/3,11.2/280.0/21,91,21186,763.6,8,93.1
鞍部,7.5,15.8/14,0.2/16,538.5,10.7/350.0/15,19.9/350.0/16,98,26665,926.1,29,7
板橋,13.6,21.1/18,7.7/16,97.9,7.4/70.0/22,15.3/50.0/22,81,21551,1021.5,25,28.4
成功,17.3,24.6/23,11.5/16,46.2,11.4/30.0/15,20.4/50.0/15,72,19391,1015.7,14,39.8
嘉義,14.7,23.5/5,6.2/1,25.7,8.9/360.0/15,15.5/20.0/15,80,16803,1016.5,7,115.7
大武,18.8,25.4/28,13.8/17,23.8,8.2/30.0/15,15.7/20.0/16,68,16469,1018.6,8,69.5
東吉島,15.5,20.3/5,11.4/16,14,22.4/20.0/15,31.6/360.0/15,78,18994,1014.5,5,39.9
恆春,19.2,25.4/28,14.3/16,12.4,11.6/40.0/16,26.6/360.0/16,70,19419,1015.3,5,109.5
新竹,13.3,20.7/5,7.6/16,74.6,7.0/20.0/9,16.3/20.0/6,86,20821,1018.3,16,49.1
花蓮,16.4,23.8/14,11.4/17,18.1,13.6/40.0/15,24.0/40.0/15,71,18629,1018.8,11,44.3
高雄,17.5,25.0/19,11.3/12,7.7,6.6/10.0/15,13.9/340.0/15,72,14246,1018.4,5,130.2
基隆,13.6,18.4/14,8.4/16,431.7,13.0/10.0/15,21.3/10.0/15,79,17168,1019.8,30,1.3
金門,10.6,19.1/14,4.0/17,3.1,8.5/80.0/29,19.9/50.0/16,70,34/16,1020.8,3,88.5
蘭嶼,16.2,22.6/23,10.9/16,396.7,28.5/20.0/6,40.3/30.0/6,90,23743,980.4,29,27.7
馬祖,7.1,11.9/9,2.6/16,16.9,10.4/80.0/16,19.0/70.0/16,76,15342,1015.6,8,45.7
澎湖,14.2,20.4/5,10.3/16,8.7,11.4/20.0/16,23.4/10.0/15,79,20090,1019.6,4,29.1
彭佳嶼,12.7,20.8/14,6.3/16,104,17.8/10.0/15,26.4/360.0/15,80,20821,1011,25,2.7
蘇澳,13.9,22.3/14,7.3/16,489.7,8.6/10.0/15,22.1/30.0/6,81,19360,1019.6,28,12.6
日月潭,12.5,22.6/27,5.9/15,58,6.4/170.0/21,10.1/170.0/21,81,44/27,904.9,8,87.9
臺中,14.9,23.3/27,7.9/1,35.4,6.6/30.0/15,15.4/40.0/15,74,14611,1009.7,5,129.1
臺南,15.4,23.7/27,9.4/12,6.7,12.2/10.0/15,21.6/360.0/15,74,11689,1016.8,4,113.5
臺北,13.7,20.9/14,7.9/16,71.9,8.3/80.0/22,15.2/80.0/22,83,19725,1022.2,25,17.1
臺東,17.7,24.7/27,12.2/16,14.9,7.8/40.0/15,17.7/30.0/15,68,17564,1018.6,6,51.9
淡水,12.7,21.6/18,5.5/1,108.6,6.7/10.0/6,14.8/30.0/15,84,52/22,1020.8,19,22.9
梧棲,13.8,22.0/5,7.9/12,24.2,15.0/10.0/15,28.4/40.0/15,79,16803,1017.3,7,93.3
宜蘭,13.9,23.4/14,8.0/16,136.3,6.7/360.0/15,10.7/350.0/15,84,19725,1021.9,28,19.9
玉山,-2.2,9.3/27,-0.3,25,16.4/280.0/7,25.6/280.0/24,78,42962,639.1,5,164.1
竹子湖,9.2,17.8/14,1.8/16,412.7,8.2/20.0/20,17.6/10.0/21,93,22647,951.3,29,34.3
