AREA,TAVE,TMAX,TMIN,RF,MWUTM,IW,CHA,CHM,PS,RD,SS
阿里山,7,18.7/2,-0.08,116,4.9/140.0/5,13.2/240.0/9,84,42748,763.6,15,99.3
鞍部,10.5,21.1/28,1.6/11,452,9.8/360.0/10,21.2/160.0/4,90,17168,923.4,18,57.8
板橋,16,27.5/3,7.6/11,215.5,6.0/60.0/21,13.7/80.0/4,75,12420,1017.1,14,74.7
成功,18.6,26.4/6,12.7/11,92,8.8/210.0/6,15.8/20.0/18,79,41/21,1012.5,22,40.6
嘉義,17.1,28.8/3,6.8/21,35.6,6.8/360.0/19,12.3/360.0/19,80,42/21,1013.6,10,136.5
大武,20.1,29.1/18,13.8/22,41.4,9.1/170.0/18,13.6/30.0/20,74,41/21,1015.8,11,76.2
東吉島,18.1,26.3/3,12.3/11,12,19.1/20.0/10,25.9/20.0/10,75,55/20,1011.7,8,123.7
恆春,21.2,28.3/6,15.6/20,12.5,13.2/40.0/4,27.8/40.0/4,74,37/22,1013.8,8,148.3
新竹,15.4,26.0/3,6.9/11,150.9,7.9/50.0/4,18.9/50.0/4,80,41/23,1014.6,14,97.7
花蓮,17.8,26.0/1,11.5/21,71.1,9.9/50.0/13,16.4/40.0/13,79,42/21,1015.6,21,51.5
高雄,20.3,28.5/6,11.3/11,16,7.1/350.0/19,13.6/340.0/19,70,42/20,1015.8,5,184.6
基隆,15.8,26.7/17,8.1/11,478.6,11.4/10.0/10,19.6/360.0/9,81,51/17,1015.3,17,70.7
金門,12.8,23.6/3,5.7/11,84.3,8.9/60.0/3,17.8/60.0/3,79,46/21,1016.2,14,91.1
蘭嶼,18.1,25.4/7,12.9/10,282.9,22.8/10.0/19,29.5/20.0/20,86,53/21,978.7,21,62.9
馬祖,10.1,22.6/2,3.6/11,109.1,8.7/50.0/3,17.8/320.0/5,83,49/20,1009.5,13,70.8
澎湖,17.4,27.8/3,11.0/11,13,11.2/30.0/4,21.0/30.0/4,79,16834,1016.2,12,108.4
彭佳嶼,15.5,23.5/25,7.3/11,227.1,17.0/30.0/10,25.8/20.0/10,84,57/21,1006.8,18,56.8
蘇澳,16.9,24.8/17,9.8/11,304.6,9.3/150.0/24,16.9/300.0/20,80,49/20,1015.3,22,59
日月潭,14.2,26.1/2,6.3/20,68,7.3/280.0/28,10.5/280.0/28,80,14246,903.1,15,121.7
臺中,17,29.1/3,6.7/21,45.2,5.6/10.0/19,11.5/360.0/20,74,33/22,1006.9,12,137.9
臺南,18.4,28.2/6,8.9/21,9.5,10.4/20.0/19,18.8/30.0/19,75,13516,1013.8,5,164.5
臺北,16.5,27.5/28,7.8/11,198,6.9/80.0/27,13.8/80.0/21,71,14246,1017.7,14,81.2
臺東,19.3,26.9/6,12.4/11,65.9,5.9/200.0/18,14.0/30.0/19,76,39/21,1016.2,18,67.7
淡水,15.7,28.7/28,7.1/11,287,7.0/20.0/4,14.6/30.0/4,83,46/23,1016.3,14,88.8
梧棲,15.8,25.8/17,8.4/11,43.8,14.3/360.0/20,25.6/30.0/10,82,17199,1014.4,9,120.9
新屋,15.2,25.2/2,7.3/11,158.9,15.2/50.0/4,24.4/50.0/4,84,36/23,1015.8,13,93.2
宜蘭,16.6,25.3/17,9.5/11,193.1,8.7/40.0/20,13.3/310.0/18,82,47/20,1017.3,18,71.7
玉山,-1,14.9/1,-0.595,91.5,16.6/280.0/19,30.4/290.0/19,81,42748,639.2,11,131.9
竹子湖,12.3,23.6/3,3.3/11,331.2,9.9/20.0/9,20.3/10.0/8,86,16803,948,17,82.4
