AREA,TAVE,TMAX,TMIN,RF,MWUTM,IW,CHA,CHM,PS,RD,SS
阿里山,14,22.3/22,9.9/2,2525.8,9.1/290.0/28,28.5/0/28,95,60/27,762.3,23,86.2
鞍部,21.5,27.9/21,16.6/30,1808.5,18.3/350.0/13,42.2/0/28,92,41/21,916.1,19,94.5
板橋,27.7,35.0/18,21.8/30,965.8,13.4/40.0/28,31.7/40.0/28,76,18810,1005.7,18,170.7
成功,27.7,36.1/14,23.9/6,271.8,23.4/220.0/29,35.5/220.0/29,79,43/14,1001.6,20,120.1
嘉義,27.5,34.5/24,22.5/7,632,12.5/260.0/29,22.8/0/29,85,19511,1003.8,17,151.9
大武,27.8,33.8/17,23.2/6,448.2,10.9/20.0/22,23.1/20.0/22,79,19268,1005.5,20,154.2
東吉島,27.8,32.6/6,23.3/29,149,26.5/310.0/28,35.4/0/28,82,24563,1002.2,4,176.4
恆春,28.2,33.1/18,24.1/28,181.1,14.4/40.0/22,31.8/0/22,80,21033,1003.8,15,166.3
新竹,27.9,35.1/26,21.6/30,705.1,13.8/10.0/28,33.9/110.0/28,77,15554,1002.9,12,172.6
花蓮,27.2,33.3/14,23.4/30,555.2,22.8/150.0/28,39.6/0/28,82,49/14,1004.7,22,130.2
高雄,28.3,33.8/7,24.2/29,293,12.6/320.0/28,23.4/0/28,81,19176,1006.3,17,163.8
基隆,27.4,33.6/25,21.8/2,852.5,23.6/10.0/13,39.6/0/13,76,54/16,1003.2,18,144.1
金門,28,35.0/22,23.1/30,27.4,9.8/50.0/23,25.0/0/23,82,53/30,1004.8,6,189.7
蘭嶼,25.6,29.8/18,22.1/28,474.2,36.4/240.0/13,52.8/230.0/13,89,24077,969.9,18,92.2
馬祖,26.2,32.2/16,21.0/1,129.1,17.6/10.0/28,33.5/0/28,85,54/16,998.4,12,172.1
澎湖,28,33.1/17,22.9/29,124.1,14.6/340.0/28,30.3/0/28,84,22737,1006.2,6,182.4
彭佳嶼,26.2,30.4/7,21.2/30,987.8,37.1/120.0/28,55.2/0/28,88,23043,995.3,17,195.6
蘇澳,27,32.1/1,23.1/30,815.9,37.2/120.0/28,62.4/0/28,82,61/17,1003.8,21,111.6
日月潭,22.4,32.2/23,18.1/29,1391.5,13.9/270.0/14,32.2/0/14,84,44/23,897.4,17,111.8
臺中,27.6,35.4/22,22.3/30,829.7,12.1/340.0/28,29.7/0/28,81,48/22,996.3,16,143.9
臺南,28.6,36.1/24,23.5/29,356.5,13.7/300.0/28,26.5/0/28,82,54/24,1004.2,14,144
臺北,27.8,35.0/19,22.1/30,957.1,14.5/20.0/28,37.0/0/28,76,19176,1005.9,19,169.6
臺東,28.2,37.8/13,24.2/28,308,9.8/200.0/29,24.5/0/14,78,36/13,1005,16,156.1
淡水,27.4,34.6/18,21.6/30,1084,9.4/20.0/13,25.5/0/29,79,43/21,1004.6,15,167.6
梧棲,27.5,33.2/23,20.3/29,585.2,31.0/330.0/28,46.1/0/28,82,21551,1003.3,10,185.3
宜蘭,27.3,34.1/16,22.6/30,941.7,29.6/70.0/28,48.5/60.0/28,78,52/16,1005.7,16,149.3
玉山,6.5,17.0/20,2.2/11,1558.1,25.0/130.0/23,31.6/0/29,91,43007,642.3,23,87.1
竹子湖,23.2,30.9/19,18.7/30,1832,7.8/220.0/28,26.6/0/13,89,49/21,939.8,20,123.3
